image_id	region_id	rel_id	relationship	subject	object	subject_synset	object_synset	relationship_synset	sentence	location	time	event
8	1571	16059	near	cd	mug	cadmium.n.01	chump.n.01	about.r.07	the CD sitting in front of the smaller mug	[]	[]	[]
8	1617	3187924	tape to	picture	wall	picture.n.01	wall.n.01	record.v.02	A picture taped to the wall. 	[]	[]	[]
8	1619	3187925	with	bulletin board	papers	bulletin_board_system.n.01	paper.n.01	b	A bulletin board with papers on it.  	[]	[]	[]
8	1620	3187927	on	files	desk	file.n.01	desk.n.01	along.r.01	A stack of papers and files on a desk. 	[]	[]	[]
8	1620	3187926	on	papers	desk	paper.n.01	desk.n.01	along.r.01	A stack of papers and files on a desk. 	[]	[]	[]
8	1667	3187928	holding	man	chin	man.n.01	chin.n.01	have.v.01	man is holding his chin	[]	[]	[]
8	1668	3187929	looking at	man	computer	man.n.01	computer.n.01	look.v.02	man is looking at the computer	[]	[]	[]
8	1669	3187930	has	folder	papers	booklet.n.01	paper.n.01	have.v.01	a white folder has papers	[]	[]	[]
8	1670	3187931	on top of	dish	cpu	dish.n.01	central_processing_unit.n.01	along.r.01	a dish is ontop of the cpu	[]	[]	[]
8	1671	3187933	on	hand	keyboard	hand.n.01	keyboard.n.01	along.r.01	mans hand is on the keyboard	[]	[]	[]
8	1671	3187932	has	man	hand	man.n.01	hand.n.01	have.v.01	mans hand is on the keyboard	[]	[]	[]
8	1717	3187934	fixed to	picture	wall	picture.n.01	wall.n.01	fix.v.12	picture fixed to the wall	[]	[]	[]
8	1718	3187935	on	books	shelf	book.n.01	shelf.n.01	along.r.01	books on the shelf	[]	[]	[]
8	1719	3187936	wearing	guy	glasses	guy.n.01	spectacles.n.01	wear.v.01	guy is wearing glasses	[]	[]	[]
8	1720	3187938	next to	mouse	keyboard	mouse.n.01	keyboard.n.01	next.r.01	mouse on desk next to keyboard	[]	[]	[]
8	1720	3187937	on	mouse	desk	mouse.n.01	desk.n.01	along.r.01	mouse on desk next to keyboard	[]	[]	[]
8	1721	3187940	on	hand	keyboard	hand.n.01	keyboard.n.01	along.r.01	guys right hand is on the keyboard	[('Where is the guys right hand?', 'On the keyboard.')]	[]	[]
8	1721	3187939	has	guy	hand	guy.n.01	hand.n.01	have.v.01	guys right hand is on the keyboard	[('Where is the guys right hand?', 'On the keyboard.')]	[]	[]
8	1767	3187941	on	cup	desk	cup.n.01	desk.n.01	along.r.01	a cup is on a desk	[]	[]	[]
8	1769	3187942	in	cd	desk	cadmium.n.01	desk.n.01	in.r.01	a cd disk is in a desk 	[]	[]	[]
8	1770	3187943	has	man	glasses	man.n.01	spectacles.n.01	have.v.01	the man has glasses on 	[]	[]	[]
8	1771	3187944	on top of	dish	cpu	dish.n.01	central_processing_unit.n.01	along.r.01	a dish is on top of a cpu 	[]	[]	[]
8	1817	3187945	on	book	shelf	book.n.01	shelf.n.01	along.r.01	a blue book is on the shelf	[]	[]	[]
8	1820	3187946	on top of	cd	drawer	cadmium.n.01	drawer.n.01	along.r.01	a cd is ontop of one drawer	[]	[]	[]
8	1821	3187947	has	cpu	books	central_processing_unit.n.01	book.n.01	have.v.01	cpu has books ontop of it	[]	[]	[]
8	1867	3187948	wearing	man	glasses	man.n.01	spectacles.n.01	wear.v.01	man is wearing glasses	[]	[]	[]
8	1871	3187949	on	papers	holder	paper.n.01	holder.n.01	along.r.01	papers are on holder	[]	[]	[]
8	1917	3187950	has	man	sleeves	man.n.01	sleeve.n.01	have.v.01	man has folded his sleeves	[]	[]	[]
8	1918	3187951	wearing	man	pants	man.n.01	trouser.n.01	wear.v.01	man is wearing black pants	[]	[]	[]
8	1919	3187952	has	man	shirt	man.n.01	shirt.n.01	have.v.01	man has a white and black tshirt	[]	[]	[]
8	1920	3187953	on top of	dish	cpu	dish.n.01	central_processing_unit.n.01	along.r.01	dish is ontop of cpu	[]	[]	[]
8	1969	3187954	on	stapler	desk	stapler.n.01	desk.n.01	along.r.01	stapler is on the desk	[]	[]	[]
8	2018	3187955	of	keyboard	computer	keyboard.n.01	computer.n.01	b	the computer keyboard	[]	[]	[]
8	2021	3187956	of	shelves	books	shelf.n.01	book.n.01	b	shelves full of books	[('Where are the books?', 'On the shelves.')]	[]	[]
9	1422	16061	has	room	lights	room.n.01	light.n.02	have.v.01	several lights light the room	[]	[]	[]
9	1426	16063	on	bottle	desk	bottle.n.01	desk.n.01	along.r.01	a water bottle is on a desk	[]	[]	[]
9	1472	16064	show	windows	outside	window.n.01	outside.n.01	show.v.01	windows with a view of the outside	[]	[]	[]
9	1473	16065	on	blinds	window	blind.n.01	window.n.01	along.r.01	window covered by venetian blinds	[]	[]	[]
9	1476	16066	on	posters	wall	poster.n.01	wall.n.01	along.r.01	posters tacked to cubicle wall	[]	[]	[]
9	1522	16067	on	monitor	desk	monitor.n.04	desk.n.01	along.r.01	white computer monitor on the desk	[]	[]	[]
9	1574	16068	hold	shelves	books	shelf.n.01	book.n.01	have.v.01	wooden shelves with books	[('Where are the wooden bookshelves?', 'Against the wall.')]	[]	[]
9	1575	16069	on	keyboard	desk	keyboard.n.01	desk.n.01	along.r.01	desktop computer monitor and keyboard	[('Where are the computer monitors?', 'On the desk.')]	[]	[]
9	1622	3187958	in	lights	room	light.n.02	room.n.01	in.r.01	lights are on in the room	[]	[]	[]
9	1626	3187959	on	bin	floor	bin.n.01	floor.n.01	along.r.01	blue bin is on the floor	[]	[]	[]
9	1674	3187960	on	baby	bookshelf	baby.n.01	bookshelf.n.01	along.r.01	beanie baby on book shelf	[]	[]	[]
9	1675	3187961	by	monitor	bottle	monitor.n.04	bottle.n.01	by.r.01	ancient computer monitor next to water bottle	[]	[]	[]
9	1722	3187962	on	computer	desk	computer.n.01	desk.n.01	along.r.01	a laptop computer on a desk	[]	[]	[]
9	1725	3187964	on	tower	floor	tower.n.01	floor.n.01	along.r.01	computer tower on the ground	[]	[]	[]
9	1726	3187965	against	shelves	wall	shelf.n.01	wall.n.01	b	bookcase against the wall	[]	[]	[]
9	1772	3187966	on	keyboard	desk	keyboard.n.01	desk.n.01	along.r.01	keyboard is on the desk	[]	[]	[]
9	1773	3187967	on	corkboard	wall	corkboard.n.01	wall.n.01	along.r.01	empty pin board on the wall	[]	[]	[]
9	1774	3187968	on	bottle	desk	bottle.n.01	desk.n.01	along.r.01	plastic water bottle on desk	[]	[]	[]
9	1775	3187969	next to	bin	desk	bin.n.01	desk.n.01	next.r.01	blue recycling bin next to desk	[]	[]	[]
9	1776	3187970	under	tower	desk	tower.n.01	desk.n.01	under.r.01	computer processor under the desk	[]	[]	[]
9	1824	3061729	in	lights	room	light.n.02	room.n.01	in.r.01	bins are on the floor	[]	[]	[]
9	1825	3187971	on	books	shelves	book.n.01	shelf.n.01	along.r.01	books are on the bookshelf	[]	[]	[]
9	1873	3187972	on	cables	floor	cable.n.01	floor.n.01	along.r.01	cables are on the floor	[]	[]	[]
9	1875	3187973	on	book	desk	book.n.01	desk.n.01	along.r.01	red book on the table	[]	[]	[]
9	1925	3187974	on	cables	floor	cable.n.01	floor.n.01	along.r.01	some white cables are on the floor	[]	[]	[]
9	1973	3061743	in	lights	room	light.n.02	room.n.01	in.r.01	a red book is on the desk	[]	[]	[]
9	1974	3187975	on	bin	floor	bin.n.01	floor.n.01	along.r.01	a blue bin is on the floor	[]	[]	[]
9	1975	3187976	on	computer	desk	computer.n.01	desk.n.01	along.r.01	a grey laptop is a top of a desk	[]	[]	[]
9	1976	3187977	against	shelves	wall	shelf.n.01	wall.n.01	b	against the wall is a bookshelf	[]	[]	[]
9	2024	3187978	with	book	papers	book.n.01	paper.n.01	b	book with papers on top of it	[]	[]	[]
9	2026	3187979	with	chair	wheels	chair.n.01	wheel.n.01	b	desk chair with wheels	[]	[]	[]
9	2072	3187980	on	tube	shelves	tube.n.01	shelf.n.01	along.r.01	White tube on a book shelf	[]	[]	[]
9	2073	3187981	on	book	desk	book.n.01	desk.n.01	along.r.01	Red book on a table	[]	[]	[]
9	2074	3187982	on	computer	desk	computer.n.01	desk.n.01	along.r.01	Laptop computer on a table	[]	[]	[]
9	2076	3187983	on	tower	floor	tower.n.01	floor.n.01	along.r.01	Computer hard drive on the floor	[]	[]	[]
9	2123	3187984	on	baby	shelves	baby.n.01	shelf.n.01	along.r.01	a bird is sitted on the bookshelf	[]	[]	[]
9	2124	3187985	on	corkboard	wall	corkboard.n.01	wall.n.01	along.r.01	brown frame is hanging on the wall	[]	[]	[]
10	1427	16070	on	headphones	desk	earphone.n.01	desk.n.01	along.r.01	headphones are on the desk	[]	[]	[]
10	1428	16071	on	charger	cable	charger.n.01	cable.n.01	along.r.01	a black charger is on the cable	[]	[]	[]
10	1429	16072	on	cpu	floor	central_processing_unit.n.01	floor.n.01	along.r.01	cpus are on the floor	[('Where are the cpus being stored?', 'Under the desk.')]	[]	[]
10	1477	16076	on	headphones	table	earphone.n.01	table.n.02	along.r.01	Headphones laying on table	[]	[]	[]
10	1478	16077	on	board	wall	board.n.02	wall.n.01	along.r.01	Cork board hanging on the wall	[]	[]	[]
10	1479	16078	on	jacket	chair	jacket.n.01	chair.n.01	along.r.01	Red and blue jacket hanging on back of chair	[('Where is the jacket?', 'The chair.')]	[]	[]
10	1479	16079	has	chair	back	chair.n.01	back.n.01	have.v.01	Red and blue jacket hanging on back of chair	[('Where is the jacket?', 'The chair.')]	[]	[]
10	1481	16082	against	bookshelf	wall	bookshelf.n.01	wall.n.01	b	Wood bookshelf leaning against the wall	[('Where is the bookshelf?', 'Against the wall.')]	[]	[]
10	1527	16083	below	papers	shelf	paper.n.01	shelf.n.01	below.r.01	papers are below on the shelf	[]	[]	[]
10	1527	16086	on	papers	shelf	paper.n.01	shelf.n.01	along.r.01	papers are below on the shelf	[]	[]	[]
10	1528	16089	on	cup	table	cup.n.01	table.n.02	along.r.01	blue cup is on the table	[]	[]	[]
10	1529	16090	on	papers	desk	paper.n.01	desk.n.01	along.r.01	papers on the desk are scattered	[]	[]	[]
10	1530	16091	has	man	jacket	man.n.01	jacket.n.01	have.v.01	mans jackets are touching the floor	[]	[]	[]
10	1530	16092	touches	jacket	floor	jacket.n.01	floor.n.01	refer.v.02	mans jackets are touching the floor	[]	[]	[]
10	1531	16093	has	man	sleeve	man.n.01	sleeve.n.01	have.v.01	man has folded his sleeves	[]	[]	[]
10	1577	16094	under	wires	desk	wire.n.01	desk.n.01	under.r.01	white wires are under the desk	[('Where are computer wires shown?', 'Under the desk.')]	[]	[]
10	1578	16095	on	charger	extension	charger.n.01	extension.n.01	be.v.01	black charger is on the extention	[]	[]	[]
10	1579	16096	near	jacket	man	jacket.n.01	man.n.01	about.r.07	a red and blue jackets were the man is	[]	[]	[]
10	1580	16097	on	water bottle	desk	water_bottle.n.01	desk.n.01	along.r.01	a water bottle on the desk	[]	[]	[]
10	1581	16098	on	books	shelf	book.n.01	shelf.n.01	along.r.01	books are on the self	[]	[]	[]
10	1627	3187986	on	picture frame	wall	picture_frame.n.01	wall.n.01	along.r.01	a blank picture frame on the wall	[('Where are the computer towers?', 'On floor.')]	[]	[]
10	1628	3187987	has	shelf	books	shelf.n.01	book.n.01	have.v.01	the shelf is full with books	[('Where is the cork board?', 'On wall.')]	[]	[]
10	1677	3187989	on	cpu	floor	central_processing_unit.n.01	floor.n.01	along.r.01	2 computer consoles on the floor	[]	[]	[]
10	1679	3187990	on	coat	chair	coat.n.01	chair.n.01	along.r.01	a blue and red jacket on the back of the chair	[]	[]	[]
10	1681	3187992	sit by	bottle	computer	bottle.n.01	computer.n.01	sit.v.01	a water bottle sits by the computer	[]	[]	[]
10	1728	3187993	sit on	headphones	desk	earphone.n.01	desk.n.01	sit.v.01	headphones sitting on a  desk	[]	[]	[]
10	1730	3187994	sitting at	man	desk	man.n.01	desk.n.01	sit.v.01	A man sitting at a desk 	[]	[]	[]
10	1779	3187995	using	man	computer	man.n.01	computer.n.01	use.v.01	the man is using a computer to  the right	[]	[]	[('What is the man on the right doing?', 'Using a computer.')]
10	1781	3187996	on	coat	chair	coat.n.01	chair.n.01	along.r.01	there are red and blue jacket on the chair	[]	[]	[]
10	1827	3187997	wears	man	shirt	man.n.01	shirt.n.01	wear.v.01	a man in a grey shirt	[]	[]	[]
10	1830	3187998	on	headphones	desk	earphone.n.01	desk.n.01	along.r.01	black headphones on the desk	[]	[]	[]
10	1877	3187999	on	coat	chair	coat.n.01	chair.n.01	along.r.01	a red and blue jacket on a chair	[]	[]	[]
10	1878	3188000	against	bookshelf	wall	bookshelf.n.01	wall.n.01	b	a book shelf against the wall	[]	[]	[]
10	1879	3188001	on	cup	desk	cup.n.01	desk.n.01	along.r.01	a blue mug on the desk	[]	[]	[]
10	1880	3188002	on	monitor	desk	monitor.n.04	desk.n.01	along.r.01	a white computer monitor on the desk	[]	[]	[]
10	1881	3188003	against	picture frame	wall	picture_frame.n.01	wall.n.01	b	a brown picture frame against the wall	[]	[]	[]
10	1927	3188004	using	man	computer	man.n.01	computer.n.01	use.v.01	A man using a computer. 	[]	[]	[]
10	1928	3188005	on back of	coat	chair	coat.n.01	chair.n.01	back.r.01	A red and blue jacket on the back of a seat. 	[('Where is red and blue jacket?', 'On back of the seat.')]	[]	[]
10	1929	3188006	sitting on	headphones	desk	earphone.n.01	desk.n.01	sit.v.01	Ear phones sitting on a table. 	[]	[]	[]
10	1930	3188007	has	computer	keyboard	computer.n.01	keyboard.n.01	have.v.01	A white computer keyboard. 	[]	[]	[]
10	1931	3188008	perched on	ostrich	bookshelf	ostrich.n.01	bookshelf.n.01	along.r.01	A duck stuffed animal perched on a bookshelf. 	[]	[]	[]
10	1977	3188009	on	cup	desk	cup.n.01	desk.n.01	along.r.01	Black mug on office table	[]	[]	[]
10	1978	3188010	on	outlet	floor	mercantile_establishment.n.01	floor.n.01	along.r.01	Electrical outlet on floor	[('Where is the electrical outlet?', 'On the floor.')]	[]	[]
10	1979	3188011	sitting on	papers	desk	paper.n.01	desk.n.01	sit.v.01	Papers sitting on office desk	[('Where are the papers?', 'On office desk.')]	[]	[]
10	1980	3188012	on	books	bookshelf	book.n.01	bookshelf.n.01	along.r.01	White books on bookshelf	[]	[]	[]
10	1981	3188013	looking at	man	computer	man.n.01	computer.n.01	look.v.02	Man looking at computer	[]	[]	[]
10	2027	3188014	on	headphones	table	earphone.n.01	table.n.02	along.r.01	headphones are on the table	[]	[]	[]
10	2028	3188015	lying on	papers	desk	paper.n.01	desk.n.01	lie.v.01	papers are lying on the desk	[]	[]	[]
10	2029	3188016	on	cable	floor	cable.n.01	floor.n.01	along.r.01	cables are on the floor	[]	[]	[]
10	2030	3188017	on	cup	desk	cup.n.01	desk.n.01	along.r.01	a blue cup is on the desk	[]	[]	[]
10	2031	3188019	on	panes	screen	pane.n.01	screen.n.01	along.r.01	planes are on the monitors screen	[]	[]	[]
10	2031	3188018	has	monitor	screen	monitor.n.04	screen.n.01	have.v.01	planes are on the monitors screen	[]	[]	[]
10	2077	3188020	wearing	man	shirt	man.n.01	shirt.n.01	wear.v.01	man is wearing grey shirt	[]	[]	[]
10	2081	3061802	on	picture frame	wall	picture_frame.n.01	wall.n.01	along.r.01	cables are on the floor	[]	[]	[]
10	2128	3188022	hanging on	corkboard	wall	corkboard.n.01	wall.n.01	along.r.01	A corkboard hanging on the wall	[('Where is the corkboard?', 'The wall.')]	[]	[]
10	2130	3188023	on	outlet	floor	mercantile_establishment.n.01	floor.n.01	along.r.01	A conductor strip on the floor	[]	[]	[]
10	2131	3188024	on	books	shelf	book.n.01	shelf.n.01	along.r.01	A line of books on a shelf	[]	[]	[]
